"asset_id","final_usage","relative_path","master_path","category","variant","duration_seconds","loop","loop_start_seconds","loop_end_seconds","channels","sample_rate_hz","runtime_codec","master_format","target_lufs","suggested_gain_db","suggested_max_distance_m","runtime_fade_in_ms","runtime_fade_out_ms","fade_mode","source_title","source_author","source_url","license","review_pack","review_source_file","source_sha256","runtime_sha256","trim_applied","playback_rule","version","acceptance_status","build_date"
"sfx_combat_arrow_bolt_tower_impact","combat_arrow_bolt_tower_impact","assets/audio/combat/impacts/sfx_combat_arrow_bolt_tower_impact_v01.wav","art_source/audio/masters/combat/impacts/sfx_combat_arrow_bolt_tower_impact_v01.wav","combat_projectile_impact","01","0.375","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-16.0","0.0","40","0","0","none","Arrow Impact 2","Ali_6868","https://freesound.org/s/384913/","CC0","sample_pack_v11","05_arrow_impact_2_384913.mp3","a20ff9de84ba5da4540b4b6762cb244afe2214925629ca7a3852690b97db8ed2","225d6deb52a10a1e6b850f92c33a0d783aa8e009ce8460b9ec2f4855d7ab25b6","full_source","整段单次播放；普通箭、手弩矢及箭塔投射物确实命中时，从实际命中位置播放","v01","confirmed","2026-09-01"
"sfx_combat_ballista_release","combat_ballista_release","assets/audio/combat/defense_devices/sfx_combat_ballista_release_v01.wav","art_source/audio/masters/combat/defense_devices/sfx_combat_ballista_release_v01.wav","combat_ballista_release","01","0.518","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-16.0","0.0","40","0","0","none","Crossbow Fire VI","DUDE_X-SoundLab","https://freesound.org/s/752206/","CC0","sample_pack_v11","08_crossbow_fire_mid_752206.mp3","0ec5dca82800189fed9c1875246303af21725aba64f6c55a80bffba454ab4606","baacb9109b7571835976d16eea807642fb50ff5c4f3ce0183dabe66c4b5478fe","full_source","整段单次播放；弩床塔防单位释放瞬间从弩床位置发声","v01","confirmed","2026-09-01"
"sfx_combat_ballista_bolt_whoosh","combat_ballista_bolt_whoosh","assets/audio/combat/projectiles/sfx_combat_ballista_bolt_whoosh_v01.wav","art_source/audio/masters/combat/projectiles/sfx_combat_ballista_bolt_whoosh_v01.wav","combat_ballista_bolt_whoosh","01","0.426","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-16.0","0.0","40","0","0","none","Whoosh","qubodup","https://freesound.org/s/60013/","CC0","sample_pack_v11","10_bolt_whoosh_short_60013.mp3","ebdb219e7f36f7e1aecdb045d6d8bdad059119af319863777c7302a69fa41a92","05e7d93b83d8ae4c3c16092d963bde5556c6d42e5fe7a21fa01be70be8880705","full_source","整段单次播放；绑定弩床发射的重弩矢位置播放","v01","confirmed","2026-09-01"
"sfx_combat_unconscious_fall","combat_unconscious_fall","assets/audio/combat/impacts/sfx_combat_unconscious_fall_v01.wav","art_source/audio/masters/combat/impacts/sfx_combat_unconscious_fall_v01.wav","combat_unconscious_fall","01","0.828","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-16.0","0.0","40","0","0","none","Body falling on the ground 1","ihitokage","https://freesound.org/s/395331/","CC0","sample_pack_v12","02_body_fall_ground_395331.mp3","791434afa4bf205129e7364a7228094106c3c6045d30361733ed0fcf8a089893","45b1bb1995e9614bedc3c2b4a6f922bbd5faa022d701ce0f599ba9eec7fc1627","full_source","整段单次播放；角色 HP 清零进入昏迷并实际倒地时，从角色位置播放","v01","confirmed","2026-09-01"
"sfx_combat_horse_death","combat_horse_death","assets/audio/combat/impacts/sfx_combat_horse_death_v01.wav","art_source/audio/masters/combat/impacts/sfx_combat_horse_death_v01.wav","combat_horse_death","01","2.066","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-16.0","0.0","40","0","0","none","Renill de cavall / Horse Neigh","Salsero_classic","https://freesound.org/s/826753/","CC0","sample_pack_v12","07_horse_neigh_short_826753.mp3","e788ddfbff5820bdc116950585d3f36784d772007f6eb921618ccf95b8143b3c","3134272d0cff9c8391e2f79e7340561341a7b280737c3a5b01f2a4d41b1586bc","full_source","整段单次播放；马匹进入阵亡结果时从马匹位置播放；普通受击不播放马声","v01","confirmed","2026-09-01"
"sfx_combat_stone_structure_damage","combat_stone_structure_damage","assets/audio/combat/structures/sfx_combat_stone_structure_damage_v01.wav","art_source/audio/masters/combat/structures/sfx_combat_stone_structure_damage_v01.wav","combat_stone_structure_damage","01","1.103","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-16.0","0.0","40","0","0","none","Hit With Something.wav","brennanium135","https://freesound.org/s/360302/","CC0","sample_pack_v12","11_rock_wall_hit_360302.mp3","1c821bd881956bd5eb2be0a0112fe150f2284c754bb1bf9e24f25be0c788e3f1","089c46349e7043a6a71ad21259f5900007cd70ebaac852f678eb2bf6ee9425b8","full_source","整段单次播放；石质建筑每次有效受击时从实际受击位置播放","v01","confirmed","2026-09-01"
"voice_emotion_none_female","npc_emotion_none_female","assets/audio/voice/emotions/voice_emotion_none_female_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_none_female_v01.wav","npc_emotion_none_female","01","1.000","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","3 feminine hmm","kanyonwyvern","https://freesound.org/s/727359/","CC0","sample_pack_v13_female","01_female_none_three_hm_727359.mp3","261e9fce3d30766441b01ecea1158a263ccdc01bac40e43b13dcce87148a4ba1","8bafcb034414af641e2d2ef4125f2bf308667b3a8b86403dddc88e8775320c55","00:00-00:01","只使用 00:00–00:01；女性 NPC 回复情绪为 none 时从 NPC 位置播放","v01","confirmed","2026-09-01"
"voice_emotion_happy_female","npc_emotion_happy_female","assets/audio/voice/emotions/voice_emotion_happy_female_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_happy_female_v01.wav","npc_emotion_happy_female","01","2.926","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Girl Chuckle.wav","BlueSiren","https://freesound.org/s/377742/","CC0","sample_pack_v13_female","06_female_happy_chuckle_377742.mp3","725a32fb663c353969587ae2081a88f263a8003e7c63f9c3acf8d09ad0cf8fd2","681306cd5c5da35509a26969bcf9979d3a7a91feafa24931b923637e233e1bd2","full_source","整段单次播放；女性 NPC 回复情绪为 happy 时从 NPC 位置播放","v01","confirmed","2026-09-01"
"voice_emotion_relieved_female","npc_emotion_relieved_female","assets/audio/voice/emotions/voice_emotion_relieved_female_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_relieved_female_v01.wav","npc_emotion_relieved_female","01","0.892","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","woman sigh","threadzz","https://freesound.org/s/384992/","CC0","sample_pack_v13_female","08_female_relieved_sigh_384992.mp3","d10e84c450e66bd3a80a64892ce1fa197a4e6ec6f7869bc88ab1a5aa91dc9f93","1664c32e539160bf072cd439d10501b1c1733ee8c5697a9c1c1607caf15703ee","full_source","整段单次播放；女性 NPC 回复情绪为 relieved 时从 NPC 位置播放","v01","confirmed","2026-09-01"
"voice_emotion_angry_female","npc_emotion_angry_female","assets/audio/voice/emotions/voice_emotion_angry_female_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_angry_female_v01.wav","npc_emotion_angry_female","01","0.398","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Female_Grunt.wav","D001447733","https://freesound.org/s/464622/","CC-BY 3.0","sample_pack_v13_female","10_female_angry_grunt_464622.mp3","13c5a382cde8544549ee216a19bc59408aa4130a5b6f3bf8d8ff440981fa09a9","cd11e18af1b384e66b64402fea85e2e904f22b949b4bad4fc07a59b4e31ca0d7","full_source","整段单次播放；女性 NPC 回复情绪为 angry 时从 NPC 位置播放","v01","confirmed","2026-09-01"
"voice_emotion_none_male_01","npc_emotion_none_male_random","assets/audio/voice/emotions/voice_emotion_none_male_01_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_none_male_01_v01.wav","npc_emotion_none_male","01","3.785","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Hmm 2 SOS Paranormal.m4a","elcharrua","https://freesound.org/s/592839/","CC-BY 4.0","sample_pack_v13_male","01_male_none_suspicious_592839.mp3","ca418026cee50fbd7e05e2330ec0914e17ff4454c1a40ce2199a41ca3d26c5f9","eceaffb34080a1bd9f8721613dde02972fe544a61bbe89cb781b69923939c0a6","full_source","整段单次播放；男性 NPC 回复情绪为 none 时与 02 二选一随机；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_none_male_02","npc_emotion_none_male_random","assets/audio/voice/emotions/voice_emotion_none_male_02_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_none_male_02_v01.wav","npc_emotion_none_male","02","0.752","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","OneHmm-question.wav","esperar","https://freesound.org/s/170779/","CC0","sample_pack_v13_male","02_male_none_question_170779.mp3","6063f6181e4a12f40700dbd69198249b47072b6fd1964743fbe1afceddbd42a1","599efe1a12796499c970e1a65a1f60a6e32069a78f25ae9f9d5de0fd294717e6","full_source","整段单次播放；男性 NPC 回复情绪为 none 时与 01 二选一随机；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_happy_male","npc_emotion_happy_male","assets/audio/voice/emotions/voice_emotion_happy_male_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_happy_male_v01.wav","npc_emotion_happy_male","01","9.056","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Various Chuckles_Male.mp3","SnowFightStudios","https://freesound.org/s/643665/","CC0","sample_pack_v13_male","04_male_happy_chuckles_643665.mp3","2b95a1862160c447d9aa178aaa8e2e7997326b6698aa909141b3f0a7a106e9dc","c704e7d7f79bab6ba30e147f7444a73cdfb12cb82b999f5e227c65cc55a3f152","full_source","整段作为来源；最终从合集剪出一条克制短笑；男性 NPC 回复情绪为 happy 时从 NPC 位置播放","v01","confirmed","2026-09-01"
"voice_emotion_relieved_male","npc_emotion_relieved_male","assets/audio/voice/emotions/voice_emotion_relieved_male_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_relieved_male_v01.wav","npc_emotion_relieved_male","01","1.389","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","A male sigh","randbsoundbites","https://freesound.org/s/799579/","CC0","sample_pack_v13_male","09_male_relieved_short_799579.mp3","52dec88ef9958940fc5ff4c8162b8408b5b3f140bef1c56604549da20796d782","b6a341d6880ec52b4fd0673d648a6953e6a1a17e22abea3c4ef71d08e55bf7a1","full_source","整段单次播放；男性 NPC 回复情绪为 relieved 时从 NPC 位置播放","v01","confirmed","2026-09-01"
"voice_emotion_angry_male","npc_emotion_angry_male","assets/audio/voice/emotions/voice_emotion_angry_male_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_angry_male_v01.wav","npc_emotion_angry_male","01","0.706","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Angry Grunt","Rocotilos","https://freesound.org/s/341489/","CC0","sample_pack_v13_male","10_male_angry_short_341489.mp3","dc4aeb456ea1f274bc31e53a29b2b6d53f8190aadd6336dc88b8abbe7a02a8a4","6c5e381b8bd88c15fd2030f5eecd0e8baffc5b987a4eff8b4f09b1f9f82ecbf1","full_source","整段单次播放；男性 NPC 回复情绪为 angry 时从 NPC 位置播放","v01","confirmed","2026-09-01"
"voice_emotion_sad_female","npc_emotion_sad_female","assets/audio/voice/emotions/voice_emotion_sad_female_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_sad_female_v01.wav","npc_emotion_sad_female","01","4.318","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Woman sigh","biawinter","https://freesound.org/s/408090/","CC-BY-NC 4.0","sample_pack_v14_female","01_female_sad_sigh_408090.mp3","35f94f9f6e17a7728eee5886f625bcacaa527d3930ba4e4cad689201e7154704","df7145c1f3bb146a040712de31e06e02ecd6554de7e9d09a98baaf03d80b1638","full_source","整段单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_afraid_female","npc_emotion_afraid_female","assets/audio/voice/emotions/voice_emotion_afraid_female_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_afraid_female_v01.wav","npc_emotion_afraid_female","01","2.000","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Frightened Breathing.aiff","nickrave","https://freesound.org/s/112557/","CC0","sample_pack_v14_female","04_female_afraid_breathing_112557.mp3","ad941799d547216ba9562d9be9bac8fbd9dd5a37e30db27562275efaea886ef4","ca9d2bf56eecf3e72649157a3ea9271e45af81562d94d96d35610d96aedb1df2","00:00-00:02","只使用 00:00–00:02；单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_surprised_female","npc_emotion_surprised_female","assets/audio/voice/emotions/voice_emotion_surprised_female_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_surprised_female_v01.wav","npc_emotion_surprised_female","01","0.582","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Female Gasp.wav","nicklas3799","https://freesound.org/s/467348/","CC-BY 4.0","sample_pack_v14_female","05_female_surprised_gasp_467348.mp3","4d33f5ec27ae52b91d89580acafaec19d5a2a939b5e9643ad6a751cd5b81c9fb","2031ae584034874d8def0a3192f490b6013089bac558a05b1193525b0722e9c8","full_source","整段单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_confused_female","npc_emotion_confused_female","assets/audio/voice/emotions/voice_emotion_confused_female_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_confused_female_v01.wav","npc_emotion_confused_female","01","1.312","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Huh? Female Voice Surprised/Confused","magicalmysticva","https://freesound.org/s/738003/","CC-BY 4.0","sample_pack_v14_female","07_female_confused_huh_738003.mp3","2a0182bbfb78bf9a68c1c2f8a0fb4e50b9a45ac450f99e6c6c6043962bd57007","802f29d4808482d3bb0be0da188d9ef4c5966e049ae4bb98c2e2248f10e8304f","full_source","整段单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_determined_female","npc_emotion_determined_female","assets/audio/voice/emotions/voice_emotion_determined_female_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_determined_female_v01.wav","npc_emotion_determined_female","01","2.083","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","uh huh.wav","shadoWisp","https://freesound.org/s/264610/","CC-BY 3.0","sample_pack_v14_female","09_female_determined_affirmative_264610.mp3","0f525fe37ce57e1f2d3c0ed910fe6a0173bba03d4784412f67430b6f9779e65f","890c7b9b3c49f40c0f980a89711aff8b15e7d1732cc82a75820c204e7e6a4ae2","full_source","整段单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_sad_male","npc_emotion_sad_male","assets/audio/voice/emotions/voice_emotion_sad_male_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_sad_male_v01.wav","npc_emotion_sad_male","01","2.244","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Sad male sigh :(","pfranzen","https://freesound.org/s/417750/","CC-BY 4.0","sample_pack_v14_male","01_male_sad_sigh_417750.mp3","80f1c0401ec993beabae794671441827d51959037f13208a8427041b331745a1","4603fad2672c069053a8ea3b548a3ef8c0b67c01d7b9f5c762345d7015a33d6e","full_source","整段单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_afraid_male","npc_emotion_afraid_male","assets/audio/voice/emotions/voice_emotion_afraid_male_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_afraid_male_v01.wav","npc_emotion_afraid_male","01","0.980","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Whimper_Gasp_1_Male","Drkvixn91","https://freesound.org/s/318077/","CC0","sample_pack_v14_male","03_male_afraid_whimper_318077.mp3","9148ed58562b0ce640efd3f88bfa368417226f64288bbf97f8e9ac98b4e57fad","9e1b1ffd4671b3cc0d606fd28c9f91fa935a16a4b27757cb23bf0d3bb703b070","full_source","整段单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_surprised_male","npc_emotion_surprised_male","assets/audio/voice/emotions/voice_emotion_surprised_male_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_surprised_male_v01.wav","npc_emotion_surprised_male","01","1.000","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","surprise_gasps.wav","esperar","https://freesound.org/s/171942/","CC0","sample_pack_v14_male","06_male_surprised_set_171942.mp3","27ce9472df84d1dc532108b1c7ccfd41b05cb7fb507dae9683dbc35163f77c78","6521524befcfbbb639d5c117499ba82e6032355c170f7ba5a0f4907ae4dc2bf4","00:01-00:02","只使用 00:01–00:02；单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_confused_male","npc_emotion_confused_male","assets/audio/voice/emotions/voice_emotion_confused_male_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_confused_male_v01.wav","npc_emotion_confused_male","01","1.950","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","Male confused-elcharrua.m4a","elcharrua","https://freesound.org/s/530227/","CC-BY 4.0","sample_pack_v14_male","07_male_confused_huh_530227.mp3","3a8a5387dd465ccc1ca1be0b20655cae858915ee405baccf156d0f5e7743d20b","4b5e930e61c660a8eb8a8664d4b346784ebe83012ac5c6d20db3d79663edebba","full_source","整段单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"voice_emotion_determined_male","npc_emotion_determined_male","assets/audio/voice/emotions/voice_emotion_determined_male_v01.wav","art_source/audio/masters/voice/emotions/voice_emotion_determined_male_v01.wav","npc_emotion_determined_male","01","0.420","false","","","1","48000","pcm_s16le","wav_pcm_s24le_48khz","-18.0","0.0","18","0","0","none","min-toPlayer B.mp3","ludist","https://freesound.org/s/204457/","CC-BY 3.0","sample_pack_v14_male","10_male_determined_grunt_204457.mp3","46dfad71602bdbe4d508c7609e09b91308d5cb7a99785c9a0fa894206727d230","6c7c7a28f4193d030b4d1fa2d7c5d73f652081d8bc5bd2a20453bed0f6bf402c","full_source","整段单次播放；从 NPC 位置发声","v01","confirmed","2026-09-01"
"sfx_merchant_cart_arrival_departure","merchant_cart_arrival_departure","assets/audio/world/merchant/sfx_merchant_cart_arrival_departure_v01.ogg","art_source/audio/masters/world/merchant/sfx_merchant_cart_arrival_departure_v01.wav","merchant_cart_movement","01","14.349","true","0.000","14.349","1","48000","vorbis_q5","wav_pcm_s24le_48khz","-20.0","0.0","28","0","0","immediate_start_stop","Horse trotting.wav","juskiddink","https://freesound.org/s/111301/","CC-BY 4.0","sample_pack_v15","07_horse_trot_road_111301.mp3","408ef490d6a8a340f843cf8f4d87a97a4b135d68322605d65051b16cfde9245b","5f6c51fecbd361a712e5af0c4d489d290097a040159a9f18cf122dcf44a7bbfe","full_source","整段循环；商车来去移动期间从商车位置播放；停止移动时立即停止","v01","confirmed","2026-09-01"
"sfx_horse_run","horse_run","assets/audio/foley/horses/sfx_horse_run_v01.ogg","art_source/audio/masters/foley/horses/sfx_horse_run_v01.wav","horse_run","01","9.901","true","0.000","9.901","1","48000","vorbis_q5","wav_pcm_s24le_48khz","-20.0","0.0","18","0","0","immediate_start_stop","SRS_Foley_Horse_Galloping.wav","StephenSaldanha","https://freesound.org/s/165532/","CC0","sample_pack_v15","12_horse_gallop_foley_165532.mp3","a829fb22ed1f90531a4e1f726909c82cecd8ec393abf3607ad8a40b33440412e","a5694b5f3cc74a28eae07bf9f3a539b966034cb6675cd324094ff3f8a63ce66d","00:00-00:10","只使用 00:00–00:10；马匹奔跑时从马匹位置播放","v01","confirmed","2026-09-01"
